MSOA11CD,MSOA11NM,ZonePfSH,LAD,DELTA Macrozone,DELTA FMA+B?,Proportions MSOA/Zones
E02003552,Southampton 004,274,Southampton,3,F,1.7903E-07
E02003552,Southampton 004,273,Southampton,3,F,1.06603E-06
E02003552,Southampton 004,122,Southampton,3,F,4.8352E-07
E02003552,Southampton 004,117,Southampton,3,F,0.042569073
E02003552,Southampton 004,116,Southampton,3,F,8.81481E-07
E02003552,Southampton 004,153,Southampton,3,F,0.32126252
E02003552,Southampton 004,152,Southampton,3,F,0.073881408
E02003552,Southampton 004,151,Southampton,3,F,0.414412715
E02003552,Southampton 004,150,Southampton,3,F,0.147870121
E02003552,Southampton 004,149,Southampton,3,F,4.05019E-07
E02003552,Southampton 004,148,Southampton,3,F,1.14853E-06
E02003553,Southampton 005,112,Southampton,3,F,1.39835E-06
E02003553,Southampton 005,105,Southampton,3,F,5.87791E-07
E02003553,Southampton 005,104,Southampton,3,F,1.29153E-06
E02003553,Southampton 005,103,Southampton,3,F,0.170709185
E02003553,Southampton 005,102,Southampton,3,F,0.377008101
E02003553,Southampton 005,101,Southampton,3,F,0.308060583
E02003553,Southampton 005,100,Southampton,3,F,0.144216747
E02003553,Southampton 005,99,Southampton,3,F,1.52148E-06
E02003553,Southampton 005,94,Southampton,3,F,5.85622E-07
E02003554,Southampton 006,119,Southampton,3,F,6.21362E-07
E02003554,Southampton 006,118,Southampton,3,F,0.056690367
E02003554,Southampton 006,117,Southampton,3,F,0.046692083
E02003554,Southampton 006,116,Southampton,3,F,0.087009565
E02003554,Southampton 006,115,Southampton,3,F,0.194622558
E02003554,Southampton 006,114,Southampton,3,F,0.19385902
E02003554,Southampton 006,113,Southampton,3,F,0.421123272
E02003554,Southampton 006,112,Southampton,3,F,5.94005E-07
E02003554,Southampton 006,111,Southampton,3,F,1.76053E-06
E02003554,Southampton 006,104,Southampton,3,F,1.59559E-07
E02003555,Southampton 007,276,Southampton,3,F,2.90133E-07
E02003555,Southampton 007,275,Southampton,3,F,2.35369E-07
E02003555,Southampton 007,274,Southampton,3,F,4.26566E-07
E02003555,Southampton 007,122,Southampton,3,F,3.35994E-07
E02003555,Southampton 007,151,Southampton,3,F,2.79915E-06
E02003555,Southampton 007,150,Southampton,3,F,0.080377293
E02003555,Southampton 007,149,Southampton,3,F,0.294583802
E02003555,Southampton 007,148,Southampton,3,F,0.454382855
E02003555,Southampton 007,147,Southampton,3,F,0.07552193
E02003555,Southampton 007,146,Southampton,3,F,2.13269E-07
E02003555,Southampton 007,144,Southampton,3,F,4.92486E-08
E02003555,Southampton 007,143,Southampton,3,F,0.09512489
E02003555,Southampton 007,142,Southampton,3,F,4.88058E-06
E02003556,Southampton 008,223,Southampton,3,F,3.39217E-07
E02003556,Southampton 008,221,Southampton,3,F,1.17299E-06
E02003556,Southampton 008,100,Southampton,3,F,2.99852E-06
E02003556,Southampton 008,98,Southampton,3,F,1.99735E-07
E02003556,Southampton 008,97,Southampton,3,F,3.42965E-07
E02003556,Southampton 008,96,Southampton,3,F,0.440321612
E02003556,Southampton 008,95,Southampton,3,F,0.277740179
E02003556,Southampton 008,94,Southampton,3,F,0.251728212
E02003556,Southampton 008,93,Southampton,3,F,1.46478E-06
E02003556,Southampton 008,92,Southampton,3,F,5.58881E-07
E02003556,Southampton 008,50,Southampton,3,F,0.030202104
E02003556,Southampton 008,49,Southampton,3,F,8.15478E-07
E02003557,Southampton 009,120,Southampton,3,F,3.51915E-07
E02003557,Southampton 009,119,Southampton,3,F,3.97216E-07
E02003557,Southampton 009,113,Southampton,3,F,2.4209E-07
E02003557,Southampton 009,112,Southampton,3,F,3.59615E-07
E02003557,Southampton 009,109,Southampton,3,F,0.177033333
E02003557,Southampton 009,108,Southampton,3,F,0.296521675
E02003557,Southampton 009,107,Southampton,3,F,0.144888059
E02003557,Southampton 009,105,Southampton,3,F,0.108611336
E02003557,Southampton 009,104,Southampton,3,F,0.272942169
E02003557,Southampton 009,103,Southampton,3,F,1.21231E-06
E02003557,Southampton 009,102,Southampton,3,F,6.50559E-07
E02003557,Southampton 009,85,Southampton,3,F,2.14054E-07
E02003558,Southampton 010,128,Southampton,3,F,9.96562E-05
E02003558,Southampton 010,127,Southampton,3,F,0.057866216
E02003558,Southampton 010,126,Southampton,3,F,0.09360765
E02003558,Southampton 010,125,Southampton,3,F,0.096661249
E02003558,Southampton 010,124,Southampton,3,F,0.120326459
E02003558,Southampton 010,123,Southampton,3,F,0.247924422
E02003558,Southampton 010,122,Southampton,3,F,0.209076624
E02003558,Southampton 010,118,Southampton,3,F,1.71405E-06
E02003558,Southampton 010,117,Southampton,3,F,0.174434842
E02003558,Southampton 010,116,Southampton,3,F,2.81983E-07
E02003558,Southampton 010,153,Southampton,3,F,1.46538E-07
E02003558,Southampton 010,150,Southampton,3,F,1.03763E-07
E02003558,Southampton 010,149,Southampton,3,F,3.54931E-07
E02003558,Southampton 010,143,Southampton,3,F,1.01114E-07
E02003558,Southampton 010,139,Southampton,3,F,1.80588E-07
E02003559,Southampton 011,133,Southampton,3,F,1.00063E-07
E02003559,Southampton 011,131,Southampton,3,F,4.75009E-07
E02003559,Southampton 011,130,Southampton,3,F,6.69252E-08
E02003559,Southampton 011,129,Southampton,3,F,5.21025E-07
E02003559,Southampton 011,128,Southampton,3,F,0.081488425
E02003559,Southampton 011,127,Southampton,3,F,0.024788422
E02003559,Southampton 011,126,Southampton,3,F,0.020736704
E02003559,Southampton 011,124,Southampton,3,F,3.08266E-07
E02003559,Southampton 011,121,Southampton,3,F,0.090555385
E02003559,Southampton 011,120,Southampton,3,F,0.357178518
E02003559,Southampton 011,119,Southampton,3,F,0.29420825
E02003559,Southampton 011,118,Southampton,3,F,0.106381597
E02003559,Southampton 011,117,Southampton,3,F,8.9509E-07
E02003559,Southampton 011,115,Southampton,3,F,0.024620761
E02003559,Southampton 011,113,Southampton,3,F,1.05557E-06
E02003559,Southampton 011,109,Southampton,3,F,3.5169E-07
E02003559,Southampton 011,108,Southampton,3,F,6.37122E-07
E02003559,Southampton 011,104,Southampton,3,F,3.75218E-05
E02003559,Southampton 011,84,Southampton,3,F,4.48539E-09
E02003560,Southampton 012,276,Southampton,3,F,2.36239E-07
E02003560,Southampton 012,178,Southampton,3,F,5.82352E-07
E02003560,Southampton 012,172,Southampton,3,F,7.52572E-08
E02003560,Southampton 012,148,Southampton,3,F,2.19772E-06
E02003560,Southampton 012,147,Southampton,3,F,0.120209606
E02003560,Southampton 012,146,Southampton,3,F,0.146175357
E02003560,Southampton 012,145,Southampton,3,F,0.208607383
E02003560,Southampton 012,144,Southampton,3,F,0.149202275
E02003560,Southampton 012,143,Southampton,3,F,6.73711E-07
E02003560,Southampton 012,142,Southampton,3,F,0.080151064
E02003560,Southampton 012,141,Southampton,3,F,0.295650549
E02003561,Southampton 013,107,Southampton,3,F,0.03599482
E02003561,Southampton 013,106,Southampton,3,F,0.5034459
E02003561,Southampton 013,105,Southampton,3,F,0.283124178
E02003561,Southampton 013,102,Southampton,3,F,6.71574E-07
E02003561,Southampton 013,93,Southampton,3,F,0.000218149
E02003561,Southampton 013,91,Southampton,3,F,0.000275523
E02003561,Southampton 013,90,Southampton,3,F,0.000276529
E02003561,Southampton 013,87,Southampton,3,F,6.58348E-07
E02003561,Southampton 013,85,Southampton,3,F,0.176663571
E02003562,Southampton 014,95,Southampton,3,F,0.033879564
E02003562,Southampton 014,94,Southampton,3,F,0.00015804
E02003562,Southampton 014,93,Southampton,3,F,0.194848482
E02003562,Southampton 014,92,Southampton,3,F,0.241324038
E02003562,Southampton 014,91,Southampton,3,F,0.198973028
E02003562,Southampton 014,90,Southampton,3,F,0.209773227
E02003562,Southampton 014,88,Southampton,3,F,0.000337771
E02003562,Southampton 014,56,Southampton,3,F,1.05661E-06
E02003562,Southampton 014,54,Southampton,3,F,0.004900172
E02003562,Southampton 014,53,Southampton,3,F,0.115803321
E02003562,Southampton 014,52,Southampton,3,F,5.46052E-07
E02003562,Southampton 014,50,Southampton,3,F,7.54012E-07
E02003563,Southampton 015,127,Southampton,3,F,0.073741358
E02003563,Southampton 015,125,Southampton,3,F,0.087377674
E02003563,Southampton 015,124,Southampton,3,F,0.045961587
E02003563,Southampton 015,123,Southampton,3,F,1.03843E-07
E02003563,Southampton 015,122,Southampton,3,F,0.136500387
E02003563,Southampton 015,149,Southampton,3,F,3.25279E-07
E02003563,Southampton 015,143,Southampton,3,F,0.063429559
E02003563,Southampton 015,142,Southampton,3,F,8.26342E-07
E02003563,Southampton 015,140,Southampton,3,F,0.113011055
E02003563,Southampton 015,139,Southampton,3,F,0.343271364
E02003563,Southampton 015,138,Southampton,3,F,0.136705065
E02003563,Southampton 015,137,Southampton,3,F,6.95474E-07
E02003564,Southampton 016,221,Southampton,3,F,6.81541E-07
E02003564,Southampton 016,220,Southampton,3,F,4.21506E-07
E02003564,Southampton 016,96,Southampton,3,F,3.47998E-07
E02003564,Southampton 016,95,Southampton,3,F,2.46047E-07
E02003564,Southampton 016,92,Southampton,3,F,5.32109E-07
E02003564,Southampton 016,53,Southampton,3,F,5.64094E-07
E02003564,Southampton 016,52,Southampton,3,F,0.191241661
E02003564,Southampton 016,51,Southampton,3,F,0.135211386
E02003564,Southampton 016,50,Southampton,3,F,0.343541202
E02003564,Southampton 016,49,Southampton,3,F,0.104611979
E02003564,Southampton 016,48,Southampton,3,F,0.225357233
E02003564,Southampton 016,47,Southampton,3,F,3.35394E-05
E02003564,Southampton 016,38,Southampton,3,F,2.04975E-07
E02003565,Southampton 017,130,Southampton,3,F,1.89878E-09
E02003565,Southampton 017,120,Southampton,3,F,1.27797E-08
E02003565,Southampton 017,109,Southampton,3,F,0.080336117
E02003565,Southampton 017,107,Southampton,3,F,6.8784E-08
E02003565,Southampton 017,106,Southampton,3,F,7.35598E-07
E02003565,Southampton 017,87,Southampton,3,F,0.157837062
E02003565,Southampton 017,86,Southampton,3,F,0.183564582
E02003565,Southampton 017,85,Southampton,3,F,0.262079547
E02003565,Southampton 017,84,Southampton,3,F,0.316179475
E02003565,Southampton 017,82,Southampton,3,F,2.39851E-06
E02003566,Southampton 018,220,Southampton,3,F,5.42569E-07
E02003566,Southampton 018,218,Southampton,3,F,1.53255E-06
E02003566,Southampton 018,217,Southampton,3,F,4.94662E-07
E02003566,Southampton 018,52,Southampton,3,F,4.21009E-07
E02003566,Southampton 018,51,Southampton,3,F,0.131482303
E02003566,Southampton 018,48,Southampton,3,F,1.65987E-06
E02003566,Southampton 018,47,Southampton,3,F,0.339233687
E02003566,Southampton 018,46,Southampton,3,F,0.403511142
E02003566,Southampton 018,45,Southampton,3,F,6.27018E-07
E02003566,Southampton 018,43,Southampton,3,F,0.125767589
E02003567,Southampton 019,122,Southampton,3,F,2.12508E-07
E02003567,Southampton 019,143,Southampton,3,F,0.052890209
E02003567,Southampton 019,142,Southampton,3,F,0.121787085
E02003567,Southampton 019,141,Southampton,3,F,0.589861423
E02003567,Southampton 019,140,Southampton,3,F,0.117962731
E02003567,Southampton 019,139,Southampton,3,F,0.029347745
E02003567,Southampton 019,138,Southampton,3,F,5.42885E-07
E02003567,Southampton 019,137,Southampton,3,F,0.088148612
E02003567,Southampton 019,136,Southampton,3,F,1.43995E-06
E02003568,Southampton 020,134,Southampton,3,F,0.060258696
E02003568,Southampton 020,133,Southampton,3,F,0.036368197
E02003568,Southampton 020,132,Southampton,3,F,0.218683335
E02003568,Southampton 020,131,Southampton,3,F,0.175790977
E02003568,Southampton 020,130,Southampton,3,F,0.190981239
E02003568,Southampton 020,129,Southampton,3,F,0.173387701
E02003568,Southampton 020,128,Southampton,3,F,6.4635E-07
E02003568,Southampton 020,127,Southampton,3,F,9.63674E-09
E02003568,Southampton 020,121,Southampton,3,F,6.72636E-08
E02003568,Southampton 020,120,Southampton,3,F,1.82807E-06
E02003568,Southampton 020,84,Southampton,3,F,0.105559453
E02003568,Southampton 020,82,Southampton,3,F,9.17948E-08
E02003568,Southampton 020,79,Southampton,3,F,8.49043E-07
E02003568,Southampton 020,78,Southampton,3,F,0.038966636
E02003568,Southampton 020,135,Southampton,3,F,2.74123E-07
E02003569,Southampton 021,134,Southampton,3,F,0.121777889
E02003569,Southampton 021,133,Southampton,3,F,0.095152233
E02003569,Southampton 021,132,Southampton,3,F,4.07242E-07
E02003569,Southampton 021,131,Southampton,3,F,1.36057E-07
E02003569,Southampton 021,127,Southampton,3,F,3.22172E-07
E02003569,Southampton 021,78,Southampton,3,F,8.19809E-07
E02003569,Southampton 021,77,Southampton,3,F,2.2947E-07
E02003569,Southampton 021,76,Southampton,3,F,2.57805E-07
E02003569,Southampton 021,141,Southampton,3,F,0.000856928
E02003569,Southampton 021,138,Southampton,3,F,0.034626788
E02003569,Southampton 021,137,Southampton,3,F,0.049231322
E02003569,Southampton 021,136,Southampton,3,F,0.544613656
E02003569,Southampton 021,135,Southampton,3,F,0.153738475
E02003569,Southampton 021,66,Southampton,3,F,5.36537E-07
E02003570,Southampton 022,130,Southampton,3,F,3.94224E-08
E02003570,Southampton 022,106,Southampton,3,F,1.08466E-07
E02003570,Southampton 022,89,Southampton,3,F,0.293402493
E02003570,Southampton 022,88,Southampton,3,F,0.20064751
E02003570,Southampton 022,87,Southampton,3,F,0.200214939
E02003570,Southampton 022,86,Southampton,3,F,0.021824103
E02003570,Southampton 022,84,Southampton,3,F,3.11875E-07
E02003570,Southampton 022,83,Southampton,3,F,0.163719905
E02003570,Southampton 022,82,Southampton,3,F,0.120186623
E02003570,Southampton 022,81,Southampton,3,F,8.94923E-07
E02003570,Southampton 022,79,Southampton,3,F,2.57366E-07
E02003570,Southampton 022,77,Southampton,3,F,3.20079E-07
E02003570,Southampton 022,64,Southampton,3,F,1.05902E-08
E02003570,Southampton 022,63,Southampton,3,F,9.50691E-07
E02003570,Southampton 022,62,Southampton,3,F,1.53321E-06
E02003571,Southampton 023,134,Southampton,3,F,4.19435E-07
E02003571,Southampton 023,132,Southampton,3,F,2.68305E-11
E02003571,Southampton 023,130,Southampton,3,F,6.27575E-07
E02003571,Southampton 023,83,Southampton,3,F,3.15372E-08
E02003571,Southampton 023,82,Southampton,3,F,1.52632E-06
E02003571,Southampton 023,81,Southampton,3,F,0.084895764
E02003571,Southampton 023,80,Southampton,3,F,0.051602343
E02003571,Southampton 023,79,Southampton,3,F,0.096316887
E02003571,Southampton 023,78,Southampton,3,F,0.086451942
E02003571,Southampton 023,77,Southampton,3,F,0.140993405
E02003571,Southampton 023,76,Southampton,3,F,0.068515745
E02003571,Southampton 023,75,Southampton,3,F,0.092847496
E02003571,Southampton 023,74,Southampton,3,F,0.038816296
E02003571,Southampton 023,73,Southampton,3,F,1.20446E-06
E02003571,Southampton 023,72,Southampton,3,F,2.7594E-07
E02003571,Southampton 023,71,Southampton,3,F,0.054602937
E02003571,Southampton 023,136,Southampton,3,F,2.94655E-07
E02003571,Southampton 023,70,Southampton,3,F,0.038344775
E02003571,Southampton 023,69,Southampton,3,F,0.018281224
E02003571,Southampton 023,68,Southampton,3,F,0.041549891
E02003571,Southampton 023,67,Southampton,3,F,0.01515672
E02003571,Southampton 023,66,Southampton,3,F,0.171619336
E02003571,Southampton 023,65,Southampton,3,F,5.22089E-07
E02003571,Southampton 023,63,Southampton,3,F,8.61778E-08
E02003571,Southampton 023,61,Southampton,3,F,2.51363E-07
E02003572,Southampton 024,91,Southampton,3,F,0.051986862
E02003572,Southampton 024,90,Southampton,3,F,3.09271E-07
E02003572,Southampton 024,59,Southampton,3,F,0.115808258
E02003572,Southampton 024,56,Southampton,3,F,0.228698029
E02003572,Southampton 024,55,Southampton,3,F,0.099410629
E02003572,Southampton 024,54,Southampton,3,F,0.218930467
E02003572,Southampton 024,53,Southampton,3,F,0.082403213
E02003572,Southampton 024,52,Southampton,3,F,0.20276108
E02003572,Southampton 024,51,Southampton,3,F,1.7885E-07
E02003572,Southampton 024,38,Southampton,3,F,5.69243E-07
E02003572,Southampton 024,34,Southampton,3,F,4.05672E-07
E02003573,Southampton 025,217,Southampton,3,F,2.33811E-06
E02003573,Southampton 025,51,Southampton,3,F,0.051034473
E02003573,Southampton 025,46,Southampton,3,F,1.73211E-06
E02003573,Southampton 025,45,Southampton,3,F,0.261968564
E02003573,Southampton 025,44,Southampton,3,F,0.263649552
E02003573,Southampton 025,43,Southampton,3,F,0.193445404
E02003573,Southampton 025,42,Southampton,3,F,0.186544909
E02003573,Southampton 025,41,Southampton,3,F,0.043304656
E02003573,Southampton 025,40,Southampton,3,F,4.7313E-05
E02003573,Southampton 025,38,Southampton,3,F,3.0811E-07
E02003573,Southampton 025,37,Southampton,3,F,7.51273E-07
E02003574,Southampton 026,194,Southampton,3,F,7.25047E-07
E02003574,Southampton 026,55,Southampton,3,F,5.6168E-07
E02003574,Southampton 026,52,Southampton,3,F,1.08306E-07
E02003574,Southampton 026,51,Southampton,3,F,3.01983E-07
E02003574,Southampton 026,45,Southampton,3,F,6.30414E-07
E02003574,Southampton 026,44,Southampton,3,F,2.91626E-07
E02003574,Southampton 026,40,Southampton,3,F,0.031775687
E02003574,Southampton 026,39,Southampton,3,F,4.90119E-07
E02003574,Southampton 026,38,Southampton,3,F,0.195913576
E02003574,Southampton 026,37,Southampton,3,F,0.159968672
E02003574,Southampton 026,36,Southampton,3,F,0.108039057
E02003574,Southampton 026,35,Southampton,3,F,0.117733334
E02003574,Southampton 026,34,Southampton,3,F,1.00407E-06
E02003574,Southampton 026,33,Southampton,3,F,5.96703E-07
E02003574,Southampton 026,32,Southampton,3,F,0.194266865
E02003574,Southampton 026,31,Southampton,3,F,0.192298099
E02003575,Southampton 027,217,Southampton,3,F,6.46652E-07
E02003575,Southampton 027,194,Southampton,3,F,1.61545E-06
E02003575,Southampton 027,44,Southampton,3,F,1.50802E-06
E02003575,Southampton 027,42,Southampton,3,F,1.06322E-07
E02003575,Southampton 027,41,Southampton,3,F,0.33806116
E02003575,Southampton 027,40,Southampton,3,F,0.24381953
E02003575,Southampton 027,39,Southampton,3,F,0.382385671
E02003575,Southampton 027,36,Southampton,3,F,0.035728051
E02003575,Southampton 027,32,Southampton,3,F,9.32919E-07
E02003575,Southampton 027,31,Southampton,3,F,7.78265E-07
E02003576,Southampton 028,60,Southampton,3,F,0.24661411
E02003576,Southampton 028,59,Southampton,3,F,0.140721283
E02003576,Southampton 028,58,Southampton,3,F,0.223849434
E02003576,Southampton 028,57,Southampton,3,F,0.224009068
E02003576,Southampton 028,56,Southampton,3,F,0.051972259
E02003576,Southampton 028,55,Southampton,3,F,0.112830474
E02003576,Southampton 028,54,Southampton,3,F,3.21482E-09
E02003576,Southampton 028,34,Southampton,3,F,6.2998E-07
E02003576,Southampton 028,33,Southampton,3,F,2.07039E-06
E02003576,Southampton 028,28,Southampton,3,F,6.67407E-07
E02003577,Southampton 029,89,Southampton,3,F,2.69828E-07
E02003577,Southampton 029,88,Southampton,3,F,8.00131E-08
E02003577,Southampton 029,83,Southampton,3,F,2.54426E-07
E02003577,Southampton 029,77,Southampton,3,F,2.64999E-07
E02003577,Southampton 029,75,Southampton,3,F,2.45887E-07
E02003577,Southampton 029,73,Southampton,3,F,0.06126961
E02003577,Southampton 029,72,Southampton,3,F,0.058368395
E02003577,Southampton 029,71,Southampton,3,F,0.005554148
E02003577,Southampton 029,70,Southampton,3,F,1.75548E-07
E02003577,Southampton 029,66,Southampton,3,F,1.01506E-07
E02003577,Southampton 029,65,Southampton,3,F,0.101689752
E02003577,Southampton 029,64,Southampton,3,F,0.156319776
E02003577,Southampton 029,63,Southampton,3,F,0.122055461
E02003577,Southampton 029,62,Southampton,3,F,0.11540246
E02003577,Southampton 029,61,Southampton,3,F,0.379271212
E02003577,Southampton 029,60,Southampton,3,F,6.77927E-05
E02003578,Southampton 030,194,Southampton,3,F,2.71948E-07
E02003578,Southampton 030,57,Southampton,3,F,1.06189E-06
E02003578,Southampton 030,55,Southampton,3,F,4.86209E-07
E02003578,Southampton 030,38,Southampton,3,F,7.53791E-07
E02003578,Southampton 030,37,Southampton,3,F,1.23839E-06
E02003578,Southampton 030,35,Southampton,3,F,0.116332478
E02003578,Southampton 030,34,Southampton,3,F,0.19222723
E02003578,Southampton 030,33,Southampton,3,F,0.428052327
E02003578,Southampton 030,32,Southampton,3,F,0.166678828
E02003578,Southampton 030,31,Southampton,3,F,0.096704035
E02003578,Southampton 030,30,Southampton,3,F,3.90949E-07
E02003578,Southampton 030,29,Southampton,3,F,7.11569E-07
E02003578,Southampton 030,28,Southampton,3,F,1.87283E-07
E02003579,Southampton 031,60,Southampton,3,F,0.07558404
E02003579,Southampton 031,58,Southampton,3,F,4.17204E-07
E02003579,Southampton 031,57,Southampton,3,F,3.50932E-07
E02003579,Southampton 031,33,Southampton,3,F,5.74927E-07
E02003579,Southampton 031,30,Southampton,3,F,3.2811E-07
E02003579,Southampton 031,29,Southampton,3,F,0.207529588
E02003579,Southampton 031,28,Southampton,3,F,0.215661494
E02003579,Southampton 031,27,Southampton,3,F,0.228447908
E02003579,Southampton 031,26,Southampton,3,F,0.272774229
E02003579,Southampton 031,25,Southampton,3,F,1.0699E-06
E02003580,Southampton 032,193,Southampton,3,F,0.001727528
E02003580,Southampton 032,33,Southampton,3,F,9.15484E-08
E02003580,Southampton 032,32,Southampton,3,F,3.27611E-07
E02003580,Southampton 032,31,Southampton,3,F,2.44461E-07
E02003580,Southampton 032,30,Southampton,3,F,0.331595261
E02003580,Southampton 032,29,Southampton,3,F,0.100753889
E02003580,Southampton 032,26,Southampton,3,F,0.005525489
E02003580,Southampton 032,25,Southampton,3,F,0.56039717
E02003581,Isle of Wight 001,731,Isle of Wight,4,F,1.9667E-05
E02003581,Isle of Wight 001,724,Isle of Wight,4,F,0.029572638
E02003581,Isle of Wight 001,722,Isle of Wight,4,F,0.127643953
E02003581,Isle of Wight 001,721,Isle of Wight,4,F,3.24829E-09
E02003581,Isle of Wight 001,720,Isle of Wight,4,F,0.112894525
E02003581,Isle of Wight 001,719,Isle of Wight,4,F,0.107229115
E02003581,Isle of Wight 001,718,Isle of Wight,4,F,0.160535765
E02003581,Isle of Wight 001,717,Isle of Wight,4,F,0.023621124
E02003581,Isle of Wight 001,716,Isle of Wight,4,F,0.066299949
E02003581,Isle of Wight 001,715,Isle of Wight,4,F,0.110735003
E02003581,Isle of Wight 001,714,Isle of Wight,4,F,1.08519E-07
E02003581,Isle of Wight 001,713,Isle of Wight,4,F,4.27825E-08
E02003581,Isle of Wight 001,712,Isle of Wight,4,F,0.261448107
E02003582,Isle of Wight 002,685,Isle of Wight,4,F,3.97796E-10
E02003582,Isle of Wight 002,683,Isle of Wight,4,F,8.56405E-08
E02003582,Isle of Wight 002,731,Isle of Wight,4,F,0.443291848
E02003582,Isle of Wight 002,730,Isle of Wight,4,F,4.80539E-08
E02003582,Isle of Wight 002,720,Isle of Wight,4,F,4.2251E-10
E02003582,Isle of Wight 002,718,Isle of Wight,4,F,2.26133E-08
E02003582,Isle of Wight 002,717,Isle of Wight,4,F,0.014381927
E02003582,Isle of Wight 002,716,Isle of Wight,4,F,0.009084529
E02003582,Isle of Wight 002,715,Isle of Wight,4,F,3.65235E-07
E02003582,Isle of Wight 002,714,Isle of Wight,4,F,0.194255029
E02003582,Isle of Wight 002,713,Isle of Wight,4,F,0.061247084
E02003582,Isle of Wight 002,712,Isle of Wight,4,F,0.072469921
E02003582,Isle of Wight 002,711,Isle of Wight,4,F,0.20526914
E02003583,Isle of Wight 003,689,Isle of Wight,4,F,2.8909E-09
E02003583,Isle of Wight 003,688,Isle of Wight,4,F,0.327953827
E02003583,Isle of Wight 003,726,Isle of Wight,4,F,0.237458712
E02003583,Isle of Wight 003,725,Isle of Wight,4,F,0.174381177
E02003583,Isle of Wight 003,724,Isle of Wight,4,F,0.018698433
E02003583,Isle of Wight 003,723,Isle of Wight,4,F,0.071395757
E02003583,Isle of Wight 003,722,Isle of Wight,4,F,0.00604401
E02003583,Isle of Wight 003,721,Isle of Wight,4,F,0.16406803
E02003583,Isle of Wight 003,692,Isle of Wight,4,F,5.09251E-08
E02003584,Isle of Wight 004,675,Isle of Wight,4,F,0.178770131
E02003584,Isle of Wight 004,674,Isle of Wight,4,F,1.02295E-09
E02003584,Isle of Wight 004,673,Isle of Wight,4,F,5.84144E-07
E02003584,Isle of Wight 004,672,Isle of Wight,4,F,0.227890158
E02003584,Isle of Wight 004,671,Isle of Wight,4,F,0.193996628
E02003584,Isle of Wight 004,669,Isle of Wight,4,F,9.62768E-08
E02003584,Isle of Wight 004,668,Isle of Wight,4,F,0.151574337
E02003584,Isle of Wight 004,667,Isle of Wight,4,F,0.158862816
E02003584,Isle of Wight 004,666,Isle of Wight,4,F,0.059491545
E02003584,Isle of Wight 004,665,Isle of Wight,4,F,0.029413672
E02003584,Isle of Wight 004,663,Isle of Wight,4,F,3.26021E-08
E02003585,Isle of Wight 005,689,Isle of Wight,4,F,1.68829E-07
E02003585,Isle of Wight 005,688,Isle of Wight,4,F,2.06575E-07
E02003585,Isle of Wight 005,663,Isle of Wight,4,F,7.00535E-11
E02003585,Isle of Wight 005,662,Isle of Wight,4,F,7.07636E-08
E02003585,Isle of Wight 005,736,Isle of Wight,4,F,0.124594658
E02003585,Isle of Wight 005,734,Isle of Wight,4,F,1.83312E-07
E02003585,Isle of Wight 005,733,Isle of Wight,4,F,0.117228172
E02003585,Isle of Wight 005,732,Isle of Wight,4,F,0.184355292
E02003585,Isle of Wight 005,726,Isle of Wight,4,F,1.7596E-08
E02003585,Isle of Wight 005,692,Isle of Wight,4,F,0.573821231
E02003586,Isle of Wight 006,689,Isle of Wight,4,F,2.98791E-08
E02003586,Isle of Wight 006,674,Isle of Wight,4,F,2.74042E-09
E02003586,Isle of Wight 006,670,Isle of Wight,4,F,2.20854E-09
E02003586,Isle of Wight 006,669,Isle of Wight,4,F,5.23987E-09
E02003586,Isle of Wight 006,668,Isle of Wight,4,F,1.75259E-08
E02003586,Isle of Wight 006,666,Isle of Wight,4,F,0.00711169
E02003586,Isle of Wight 006,665,Isle of Wight,4,F,0.013500688
E02003586,Isle of Wight 006,664,Isle of Wight,4,F,0.055217607
E02003586,Isle of Wight 006,663,Isle of Wight,4,F,0.047226119
E02003586,Isle of Wight 006,662,Isle of Wight,4,F,0.06946259
E02003586,Isle of Wight 006,737,Isle of Wight,4,F,1.19149E-08
E02003586,Isle of Wight 006,736,Isle of Wight,4,F,6.1236E-08
E02003586,Isle of Wight 006,735,Isle of Wight,4,F,1.10239E-08
E02003586,Isle of Wight 006,734,Isle of Wight,4,F,0.807481038
E02003586,Isle of Wight 006,733,Isle of Wight,4,F,4.66871E-08
E02003586,Isle of Wight 006,732,Isle of Wight,4,F,5.48578E-10
E02003586,Isle of Wight 006,692,Isle of Wight,4,F,7.8721E-08
E02003587,Isle of Wight 007,676,Isle of Wight,4,F,0.209077245
E02003587,Isle of Wight 007,675,Isle of Wight,4,F,0.168755974
E02003587,Isle of Wight 007,674,Isle of Wight,4,F,0.34212927
E02003587,Isle of Wight 007,673,Isle of Wight,4,F,0.053470148
E02003587,Isle of Wight 007,672,Isle of Wight,4,F,0.022085628
E02003587,Isle of Wight 007,671,Isle of Wight,4,F,1.27974E-07
E02003587,Isle of Wight 007,670,Isle of Wight,4,F,0.080097962
E02003587,Isle of Wight 007,669,Isle of Wight,4,F,0.12438283
E02003587,Isle of Wight 007,668,Isle of Wight,4,F,1.28407E-07
E02003587,Isle of Wight 007,664,Isle of Wight,4,F,5.41698E-08
E02003587,Isle of Wight 007,663,Isle of Wight,4,F,4.00045E-07
E02003587,Isle of Wight 007,741,Isle of Wight,4,F,4.00005E-08
E02003587,Isle of Wight 007,740,Isle of Wight,4,F,4.61614E-08
