Actv,Zone,District,Quantity,Category1,Category2,Category3,Category4,Total population,Total adults
1,25,10,24.071211144000998,0.0,16.448915024937985,7.549884305931916,0.06427310644996911,24.06307243731987,24.06307243731987
1,26,10,29.63453452390212,0.0,21.37291831785269,8.186060195769212,0.08068486278132665,29.639663376403227,29.639663376403227
1,27,10,54.04684341923119,0.0,40.04182708746779,13.902115334156054,0.10324400093270852,54.04718642255656,54.04718642255656
1,28,10,34.861524087549576,0.0,25.858639583921278,8.886263373006638,0.12330016759599309,34.86820312452391,34.86820312452391
1,29,10,9.057955593088533,0.0,8.723336793461666,0.3069879761952629,0.026456989829267724,9.056781759486196,9.056781759486196
1,30,10,10.70742047325377,0.0,10.17100138387471,0.5190211984872983,0.019986613211198104,10.710009195573207,10.710009195573207
1,31,10,10.446356831175862,0.0,10.147181708502638,0.2801574938561611,0.024920144374261644,10.45225934673306,10.45225934673306
1,32,10,34.03831610669077,0.0,22.86307720912951,11.067573964879497,0.10439687322071681,34.03504804722972,34.03504804722972
1,33,10,26.67422526866102,0.0,20.74598446205976,5.870025519991915,0.06599479258586245,26.682004774637537,26.682004774637537
1,34,10,14.189857012650686,0.0,13.063662761059124,1.0839857868322489,0.03883940987468559,14.186487957766058,14.186487957766058
1,35,10,24.642883352930728,0.0,18.58315793827563,6.010371047284163,0.0639720257532661,24.65750101131306,24.65750101131306
1,36,10,8.661977309703211,0.0,8.586992971631927,0.04692761884402633,0.02552135298065274,8.659441943456606,8.659441943456606
1,37,10,16.697592435822415,0.0,14.091719950117747,2.5689043495272124,0.03779896645443349,16.698423266099393,16.698423266099393
1,38,10,12.029888849911202,0.0,11.98224949916706,0.023599581571633974,0.028708425545435963,12.034557506284129,12.034557506284129
1,39,10,12.518668588546118,0.0,8.649305242405267,3.836682751530368,0.03051967366072831,12.516507667596365,12.516507667596365
1,40,10,9.617432128227758,0.0,6.553173809662939,3.053301267893667,0.015555200804977846,9.622030278361583,9.622030278361583
1,41,10,16.13354252301175,0.0,12.112781320206013,3.9916059201503242,0.0342650794162329,16.13865231977257,16.13865231977257
1,42,10,8.487140892472201,0.0,5.95491884301798,2.517358572022049,0.015883912325112437,8.488161327365141,8.488161327365141
1,43,10,14.225110132201351,0.0,12.601561058840929,1.5701930005269809,0.06140140638711211,14.233155465755022,14.233155465755022
1,44,10,9.992830212091611,0.0,6.51973098544055,3.4519473549206627,0.022051302672449303,9.993729643033662,9.993729643033662
1,45,10,5.779415474876554,0.0,5.7127203838347524,0.05180874672127131,0.015832461826308764,5.780361592382332,5.780361592382332
1,46,10,19.627412506587262,0.0,13.308529023884024,6.270196066242724,0.042978316667336806,19.621703406794083,19.621703406794083
1,47,10,14.237496363394827,0.0,11.609709776347854,2.597869074779652,0.029907031610158622,14.237485882737666,14.237485882737666
1,48,10,19.71602169897137,0.0,15.469449973638389,4.2032199161558115,0.04229707395169555,19.714966963745894,19.714966963745894
1,49,10,15.026404011717851,0.0,13.35045165253887,1.632409992598833,0.0459167118212356,15.028778356958938,15.028778356958938
1,50,10,33.485699638058705,0.0,22.672519806152938,10.744579166834201,0.07936048883063947,33.49645946181778,33.49645946181778
1,51,10,27.63272900563319,0.0,22.397164358851786,5.152195782979156,0.08544117555962198,27.634801317390565,27.634801317390565
1,52,10,33.35135666896022,0.0,23.91590686057509,9.320353136987277,0.12327158398554659,33.35953158154792,33.35953158154792
1,53,10,18.213476576501073,0.0,13.627712673869787,4.535837863051423,0.05034907701447074,18.21389961393568,18.21389961393568
1,54,10,10.290099760735071,0.0,8.967821941480613,1.3017928984344747,0.025519447406622972,10.29513428732171,10.29513428732171
1,55,10,14.464259672936953,0.0,10.711231621313303,3.7311139502813457,0.03383632525953561,14.476181896854184,14.476181896854184
1,56,10,22.933583448230845,0.0,16.67281997343546,6.191305301410422,0.06453417009204701,22.928659444937928,22.928659444937928
1,57,10,23.77679995640219,0.0,18.009580155316137,5.719199335535956,0.051492421432330196,23.78027191228442,23.78027191228442
1,58,10,24.628591547707483,0.0,18.690822870957394,5.879934504946697,0.06478094192890167,24.635538317832992,24.635538317832992
1,59,10,5.6644140821801905,0.0,5.60324515582471,0.0506406298410249,0.011637340599779456,5.665523126265515,5.665523126265515
1,60,10,39.76742442718151,0.0,25.07449587067267,14.577641327708015,0.10050950219999467,39.752646700580684,39.752646700580684
1,61,10,70.91022079564323,0.0,51.753485074408104,19.074796037955192,0.0949052089784536,70.92318632134176,70.92318632134176
1,62,10,66.25490344092549,0.0,55.826649563032404,10.21768794760397,0.21010859252197198,66.25444610315836,66.25444610315836
1,63,10,67.48304590310951,0.0,43.0288143791256,24.102653115492135,0.3739974869519756,67.50546498156972,67.50546498156972
1,64,10,53.80578830446582,0.0,35.154982488133506,18.476445792608747,0.18109622791878838,53.81252450866104,53.81252450866104
1,65,10,104.04434202521016,0.0,80.40760175999574,23.523358610443346,0.13624854312825138,104.06720891356734,104.06720891356734
1,66,10,59.56443302241792,0.0,46.62653814732334,12.391947915566696,0.5294637441704146,59.54794980706045,59.54794980706045
1,67,10,0.417101571505277,0.0,0.33313245188364904,0.08006555122165278,0.003707961225819692,0.4169059643311215,0.4169059643311215
1,68,10,1.1475366807249368,0.0,0.9178102035665264,0.2191124298126152,0.010202443355365845,1.1471250767345074,1.1471250767345074
1,69,10,0.5117037942129978,0.0,0.41714921085602114,0.08990688829837802,0.004549081602558296,0.5116051807569575,0.5116051807569575
1,70,10,9.278811623138385,0.0,6.825194502412,2.3682474041928785,0.08248277187841063,9.275924678483289,9.275924678483289
1,71,10,17.207333488784755,0.0,11.699271755746844,5.43688854302616,0.06867021852365358,17.204830517296656,17.204830517296656
1,72,10,27.727054920106596,0.0,19.893240083739585,7.8137110303529855,0.013521953315217787,27.720473067407788,27.720473067407788
1,73,10,5.127994992801131,0.0,3.97178795024076,1.1470602872174953,0.007127704379637313,5.1259759418378925,5.1259759418378925
1,74,10,9.530728509873416,0.0,7.018419709030248,2.423032657548644,0.08469704890099845,9.52614941547989,9.52614941547989
1,75,10,37.23586932863771,0.0,31.4772246106856,5.761217242892291,0.0060755416791021515,37.24451739525699,37.24451739525699
1,76,10,5.765790620563729,0.0,4.538410387991608,1.220139051259012,0.007897175172856725,5.766446614423476,5.766446614423476
1,77,10,28.18915662232479,0.0,25.964398942573276,2.22628213897533,0.004599102920839646,28.195280184469443,28.195280184469443
1,78,10,30.357699868198218,0.0,22.644888982721334,7.612958806317162,0.09987113490002314,30.35771892393852,30.35771892393852
1,79,10,40.97270000100835,0.0,29.776499789119665,11.115213315623642,0.07689372324910769,40.96860682799241,40.96860682799241
1,80,10,18.02387196053938,0.0,16.75857080477492,1.2047991803193976,0.0608011505677359,18.024171135662055,18.024171135662055
1,81,10,17.076801667745798,0.0,16.441292728818922,0.599607924206092,0.03734258147430459,17.078243234499322,17.078243234499322
1,82,10,33.118876637328796,0.0,30.807415339222942,2.2936441809275494,0.013752527772819444,33.114812047923316,33.114812047923316
1,83,10,70.2051584046299,0.0,53.03879475748511,17.05965150147791,0.12334780694673722,70.22179406590975,70.22179406590975
1,84,10,59.92363372702877,0.0,40.770709153853176,19.090993417208203,0.09433830070459828,59.95604087176598,59.95604087176598
1,85,10,48.83605123483673,0.0,32.25279324080026,16.478451422399356,0.12120403616325075,48.85244869936287,48.85244869936287
1,86,10,60.90309877832837,0.0,45.41268749036256,15.382746355284045,0.12097536727967886,60.916409212926276,60.916409212926276
1,87,10,52.12697758424219,0.0,36.389794459421715,15.646668358406604,0.09883259705380082,52.13529541488212,52.13529541488212
1,88,10,51.546730292178516,0.0,37.872331054579476,13.504803148949895,0.16924355745364542,51.54637776098302,51.54637776098302
1,89,10,5.549984361692758,0.0,4.819387278680567,0.7216504129424397,0.010565455208036222,5.551603146831043,5.551603146831043
1,90,10,34.80340407964172,0.0,22.89833032868018,11.858387187232285,0.05095981349101066,34.80767732940348,34.80767732940348
1,91,10,46.23113153614695,0.0,33.66863474491622,12.4529262845192,0.11796456031264899,46.23952558974807,46.23952558974807
1,92,10,36.94050535402402,0.0,24.891560763815157,11.961288184839635,0.08510770010441297,36.93795664875921,36.93795664875921
1,93,10,33.66863474491622,0.0,24.754359433672025,8.812898772860656,0.10615952919825014,33.673417735730936,33.673417735730936
1,94,10,6.633493755017565,0.0,6.6074826695112625,0.01458240526278243,0.012395759063626229,6.634460833837671,6.634460833837671
1,95,10,26.389341951211037,0.0,19.66742956121234,6.648738347255691,0.06946293732003612,26.385630845788068,26.385630845788068
1,96,10,24.020713432212204,0.0,16.02016086824069,7.9297604887657185,0.06481619504845235,24.01473755205486,24.01473755205486
1,97,10,2.3472860898654555,0.0,2.320131659941293,0.02405215540370334,0.0033233211079114746,2.347507136452908,2.347507136452908
1,98,10,17.928593259051095,0.0,13.268511969258942,4.628067646092086,0.032476698189297735,17.92905631354033,17.92905631354033
1,99,10,43.92729253416015,0.0,34.31081319294728,9.327117924792947,0.2818439268725038,43.91977504461273,43.91977504461273
1,100,10,11.623048794556214,0.0,7.979877085748558,3.622686787987674,0.02227997155602119,11.624843845292252,11.624843845292252
1,101,10,38.50688720649146,0.0,29.19815807108576,9.211830695992118,0.1091608082951312,38.51914957537301,38.51914957537301
1,102,10,54.87862648322394,0.0,41.198510523535596,13.574356601036346,0.10869394265783859,54.88156106722978,54.88156106722978
1,103,10,13.351404439553752,0.0,12.705414843463164,0.5969591763047176,0.05186877230320893,13.35424279207109,13.35424279207109
1,104,10,14.246071446528774,0.0,9.418871314326168,4.805667145666254,0.027411682418180365,14.251950142410601,14.251950142410601
1,105,10,77.5378072711685,0.0,52.489036649897685,24.930625031425354,0.12601561058840927,77.54567729191145,77.54567729191145
1,106,10,87.52301518714106,0.0,59.51202973659937,27.81661689950559,0.21250961579947683,87.54115625190444,87.54115625190444
1,107,10,28.139611697550883,0.0,21.922676425440113,6.056676496207471,0.15726702467656767,28.13661994632415,28.13661994632415
1,108,10,42.43618085586845,0.0,29.12098232288025,13.238975571797573,0.08328216018389738,42.44324005486172,42.44324005486172
1,109,10,83.92814977998798,0.0,67.89179153249427,15.529475555576008,0.4918667685631364,83.91313385663342,83.91313385663342
1,110,10,71.11316442981328,0.0,55.203526855298996,15.709552301388872,0.20937494652051217,71.12245410320838,71.12245410320838
1,111,10,63.321272222101115,0.0,42.51335660407396,20.698345111315614,0.12229974123036606,63.334001456619944,63.334001456619944
1,112,10,57.81035212801855,0.0,32.715847730033346,24.992556187392744,0.10996114938763281,57.81836506681372,57.81836506681372
1,113,10,44.391299810408114,0.0,34.690975211885544,9.529775722858535,0.17717074541747094,44.397921680161545,44.397921680161545
1,114,10,30.41296151506143,0.0,21.901715111112686,8.430259507683695,0.08017893287642386,30.412153551672805,30.412153551672805
1,115,10,47.606955985637825,0.0,32.05937747677904,15.473261121697918,0.08594710546452478,47.618585703941484,47.618585703941484
1,116,10,16.356494684494347,0.0,14.98352859604812,1.3162752610606943,0.050469128178345986,16.350272985287162,16.350272985287162
1,117,10,11.139985778010596,0.0,11.0952047883111,0.02571953267974838,0.015816264447055757,11.136740585437904,11.136740585437904
1,118,10,41.03177279593109,0.0,26.828576765072047,14.147934383995839,0.05724820778923765,41.033759356857125,41.033759356857125
1,119,10,20.170501105070503,0.0,17.174938730278736,2.9176243969743454,0.06433694317996626,20.15690007043305,20.15690007043305
1,120,10,26.58180492821738,0.0,19.918965333141422,6.608054341720193,0.06688088450970353,26.593900559371317,26.593900559371317
1,121,10,31.657301356498465,0.0,23.803477992818912,7.7414897746248625,0.10756012611012797,31.652527893553902,31.652527893553902
1,122,10,39.566386367041225,0.0,28.342555331720938,11.120930037712938,0.10384425675208475,39.56732962618596,39.56732962618596
1,123,10,32.12130863274643,0.0,27.589853589963464,4.476574510725709,0.05861164600753505,32.12503974669671,32.12503974669671
1,124,10,36.65181088851451,0.0,31.31525081815551,5.28777737519699,0.05627255388599759,36.6593007472385,36.6593007472385
1,125,10,31.581078395307834,0.0,26.355994405690137,5.083880954012054,0.14250835381603189,31.582383713518226,31.582383713518226
1,126,10,23.142243804490196,0.0,15.792444771683682,7.21021573512617,0.13663918580435336,23.139299692614205,23.139299692614205
1,127,10,17.208286275799637,0.0,12.126120338414374,5.047865604849481,0.034701455869049255,17.208687399132902,17.208687399132902
1,128,10,25.307928689318974,0.0,18.336386101420967,6.90418054594579,0.07615626609958834,25.316722913466343,25.316722913466343
1,129,10,42.404738884377316,0.0,30.73881467415137,11.53253402814234,0.13484794621637355,42.40619664851008,42.40619664851008
1,130,10,62.66670754287658,0.0,46.48076173404626,15.942032333020293,0.24623827612633067,62.66903234319289,62.66903234319289
1,131,10,28.26347400948566,0.0,20.697392324300733,7.479473345532072,0.0864244517589811,28.263290121591783,28.263290121591783
1,132,10,73.3264886653862,0.0,50.95504955593625,22.320941397661155,0.09728908208969056,73.37328003568709,73.37328003568709
1,133,10,44.36081062593186,0.0,31.108496035925928,13.144649657324168,0.11481083529338665,44.36795652854348,44.36795652854348
1,134,10,63.07640595927621,0.0,38.64789968469413,24.328463638019375,0.10906552959364291,63.08542885230715,63.08542885230715
1,135,10,57.956128541295634,0.0,40.68209996146908,17.13301610162389,0.14846327265904985,57.96357933575202,57.96357933575202
1,136,10,7.146760119934971,0.0,7.118748181697414,0.017085376750879747,0.01162495436858598,7.14745851281688,7.14745851281688
1,137,10,42.89637698405688,0.0,32.469075893178676,10.322494519241086,0.11554448129484647,42.907114893714606,42.907114893714606
1,138,10,35.265505781859915,0.0,27.339270605049265,7.795989191876163,0.12923603069871342,35.26449582762414,35.26449582762414
1,139,10,31.748768909927225,0.0,24.721964675166003,6.964396685286388,0.0652859190467896,31.75164727949918,31.75164727949918
1,140,10,46.37690794942402,0.0,36.42123643091285,9.758444606430425,0.1912624653675887,46.37094350271086,46.37094350271086
1,141,10,6.690565697209049,0.0,6.66436405429977,0.013769677939087335,0.016736656703432613,6.69487038894229,6.69487038894229
1,142,10,25.08783488888103,0.0,16.986286901331926,8.044190209253152,0.06341750371060427,25.09389461429568,25.09389461429568
1,143,10,25.698571365420953,0.0,17.032020678046308,8.61519546727246,0.04851591479783609,25.695732060116605,25.695732060116605
1,144,10,8.617767992212645,0.0,7.177535140515688,1.4222251771156702,0.019442571825699986,8.619202889457057,8.619202889457057
1,145,10,6.765454756578843,0.0,6.738871998863611,0.016003010701972797,0.014126020282653532,6.769001029848238,6.769001029848238
1,146,10,3.2121308632746426,0.0,2.6494148522848153,0.5516160422664415,0.011684979950523602,3.2127158745017805,3.2127158745017805
1,147,10,12.315724954376066,0.0,10.355842064761987,1.9303464921527083,0.03142005738979263,12.317608614304488,12.317608614304488
